customer_id,age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,churn
CUST007224,85,Female,1,0,0,27,One Year,1,No,Fiber Optic,No,Yes,Yes,Yes,No,No,1,Mailed Check,72.78,1936.8,3.91,1,1,4.6,0
CUST007225,41,Male,0,1,0,3,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,1,Electronic Check,54.59,165.34,42.85,2,1,3.1,1
CUST007226,26,Female,0,1,0,1,Month-to-Month,1,No,DSL,No,Yes,No,Yes,No,No,1,Bank Transfer,58.33,58.33,11.41,2,1,3.9,0
CUST007227,41,Male,0,1,0,17,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,Yes,0,Electronic Check,70.3,1188.06,12.57,3,1,3.6,0
CUST007228,41,Male,0,0,0,12,Two Year,1,No,Fiber Optic,Yes,Yes,No,No,Yes,No,1,Bank Transfer,75.55,899.63,80.14,0,0,4.1,1
CUST007229,44,Female,0,1,1,59,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,No,0,Electronic Check,67.61,4018.53,8.29,1,0,3.5,0
CUST007230,51,Female,0,0,0,27,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,No,No,Yes,1,Electronic Check,94.16,2556.97,59.82,0,1,2.1,1
CUST007231,27,Male,0,0,0,55,Two Year,1,No,Fiber Optic,No,No,Yes,No,No,Yes,1,Electronic Check,79.98,4412.56,68.19,1,0,4.5,0
CUST007232,65,Female,1,0,1,25,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,1,Credit Card,106.55,2672.23,31.43,1,2,1.0,1
CUST007233,45,Female,0,0,0,7,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,1,Electronic Check,61.85,426.55,5.72,0,1,5.0,1
CUST007234,52,Male,0,1,0,6,Month-to-Month,1,No,DSL,Yes,Yes,No,Yes,No,No,1,Electronic Check,61.47,357.32,19.96,2,0,1.7,0
CUST007235,33,Female,0,1,0,15,Two Year,1,No,Fiber Optic,Yes,Yes,No,No,No,Yes,0,Credit Card,78.03,1143.57,85.93,1,0,3.8,1
CUST007236,60,Male,1,0,1,1,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,38.34,38.34,0.0,0,0,,0
CUST007237,38,Male,0,1,0,20,Two Year,1,Yes,Fiber Optic,Yes,No,No,No,No,No,1,Credit Card,76.92,1544.64,21.04,1,1,4.8,0
CUST007238,45,Female,0,1,1,9,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,No,0,Bank Transfer,81.15,728.02,5.66,1,2,3.2,1
CUST007239,28,Male,0,1,0,1,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,26.68,26.68,0.0,0,1,2.0,1
CUST007240,28,Female,0,1,1,19,Month-to-Month,1,No,DSL,Yes,No,Yes,No,No,Yes,0,Bank Transfer,57.62,1112.39,27.13,0,1,3.0,0
CUST007241,51,Female,0,1,0,30,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,No,1,Bank Transfer,59.32,1790.83,14.01,1,1,3.7,0
CUST007242,35,Female,0,1,1,3,Two Year,1,Yes,DSL,No,No,No,Yes,No,Yes,1,Bank Transfer,61.25,189.92,54.44,1,1,3.6,0
CUST007243,30,Male,0,0,0,28,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,Yes,0,Mailed Check,78.96,2221.82,31.3,0,2,4.6,0
CUST007244,32,Male,0,0,0,72,Two Year,1,Yes,Fiber Optic,No,Yes,No,No,No,No,0,Mailed Check,83.28,5973.42,19.57,0,0,2.9,0
CUST007245,51,Male,0,0,0,14,Two Year,1,No,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Bank Transfer,83.78,1185.49,28.73,3,0,2.1,1
CUST007246,33,Female,0,1,0,72,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,26.35,1872.74,0.0,2,2,3.2,0
CUST007247,40,Female,0,1,0,45,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,No,1,Mailed Check,72.39,3270.33,18.64,0,1,3.1,0
CUST007248,42,Male,0,1,0,1,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,Yes,0,Electronic Check,68.2,68.2,1.6,1,0,3.4,0
CUST007249,18,Female,0,0,0,72,One Year,0,No Phone,DSL,No,No,No,No,No,No,0,Mailed Check,39.48,2842.56,50.99,3,3,3.3,0
CUST007250,21,Female,0,1,0,21,Month-to-Month,0,No Phone,DSL,No,No,Yes,Yes,Yes,No,1,Credit Card,45.6,953.3,38.03,2,2,2.3,0
CUST007251,46,Male,0,1,1,27,Month-to-Month,1,No,DSL,No,No,No,No,No,No,0,Electronic Check,39.66,1071.5,9.73,1,1,3.7,0
CUST007252,31,Male,0,1,0,28,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,No,1,Credit Card,60.97,1677.49,4.17,1,1,4.5,0
CUST007253,56,Male,0,0,0,14,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,Yes,0,Credit Card,64.67,935.31,16.93,0,1,1.4,1
CUST007254,55,Female,0,0,0,17,Two Year,1,Yes,DSL,Yes,Yes,Yes,No,Yes,No,0,Electronic Check,66.2,1149.06,8.16,3,2,4.6,1
CUST007255,52,Female,0,1,0,21,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,No,No,No,0,Bank Transfer,85.92,1778.31,22.38,1,0,2.0,1
CUST007256,67,Female,1,1,0,72,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,1,Bank Transfer,73.7,5306.400000000001,0.97,2,1,5.0,0
CUST007257,40,Male,0,0,0,7,Two Year,1,No,Fiber Optic,Yes,No,No,No,No,Yes,1,Electronic Check,73.76,518.53,4.02,0,1,4.8,1
CUST007258,51,Male,0,0,0,72,One Year,1,No,DSL,Yes,No,No,No,No,Yes,1,Bank Transfer,50.89,3664.08,4.74,1,0,4.2,0
CUST007259,33,Male,0,1,1,72,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,28.27,2030.87,0.0,3,1,1.6,0
CUST007260,76,Male,1,1,0,16,Month-to-Month,1,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,1,Bank Transfer,96.75,1548.9,18.13,2,0,3.6,0
CUST007261,69,Female,1,0,1,8,One Year,1,No,Fiber Optic,No,No,No,No,No,No,0,Bank Transfer,76.77,607.41,15.79,1,0,2.4,0
CUST007262,42,Male,0,1,0,18,One Year,1,No,Fiber Optic,No,No,Yes,No,No,No,0,Bank Transfer,75.85,1373.12,45.25,2,1,2.5,0
CUST007263,47,Female,0,0,0,3,One Year,1,Yes,Fiber Optic,Yes,No,Yes,No,No,No,0,Mailed Check,68.77,171.02,34.1,1,0,5.0,0
CUST007264,61,Male,1,1,1,51,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,0,Credit Card,53.87,2732.29,0.84,3,0,1.6,1
CUST007265,39,Female,0,1,0,11,Month-to-Month,1,No,DSL,Yes,No,Yes,No,Yes,No,1,Credit Card,77.4,843.68,76.1,1,0,1.9,0
CUST007266,32,Male,0,0,0,10,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,39.45,428.45,0.0,3,1,3.9,0
CUST007267,54,Female,0,0,0,33,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,No,Yes,1,Mailed Check,96.63,3223.59,3.36,2,0,3.0,0
CUST007268,43,Female,0,0,0,24,One Year,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,0,Bank Transfer,105.92,2564.09,0.5,1,2,1.7,1
CUST007269,44,Male,0,1,0,26,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,44.64,1123.87,0.0,0,1,3.5,0
CUST007270,30,Female,0,0,0,19,One Year,0,No Phone,DSL,Yes,No,No,Yes,No,Yes,0,Bank Transfer,56.73,1097.01,30.91,2,0,3.4,0
CUST007271,18,Male,0,1,0,17,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,1,Electronic Check,57.46,1012.07,54.93,1,2,2.6,1
CUST007272,45,Female,0,1,1,11,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,21.72,227.49,0.0,1,2,2.9,0
CUST007273,54,Male,0,1,0,9,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,18.0,195.38,0.0,1,1,3.3,0
CUST007274,38,Male,0,1,0,72,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,No,1,Bank Transfer,65.92,4746.24,25.71,0,1,4.2,0
CUST007275,62,Male,1,1,0,15,Month-to-Month,1,No,DSL,No,No,No,Yes,No,Yes,0,Bank Transfer,57.31,858.57,1.41,2,4,4.4,1
CUST007276,32,Female,0,1,0,21,One Year,1,No,Fiber Optic,Yes,No,No,No,No,No,1,Electronic Check,82.16,1733.12,6.84,1,0,2.3,0
CUST007277,27,Female,0,1,0,15,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,1,Mailed Check,94.7,1402.31,24.35,0,1,2.2,1
CUST007278,41,Male,0,1,1,38,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,0,Mailed Check,65.91,2510.44,49.09,1,0,3.4,1
CUST007279,40,Female,0,0,0,5,Month-to-Month,1,No,DSL,No,Yes,No,No,No,No,0,Electronic Check,49.62,250.01,8.71,1,0,2.7,0
CUST007280,52,Male,0,1,0,1,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Electronic Check,85.65,85.65,6.56,0,0,1.4,0
CUST007281,31,Female,0,0,0,72,One Year,1,No,Fiber Optic,Yes,No,Yes,No,No,No,0,Mailed Check,74.36,5353.92,12.07,2,1,3.1,0
CUST007282,61,Male,1,1,0,23,Month-to-Month,1,No,DSL,No,No,No,No,No,Yes,1,Mailed Check,50.89,1160.81,15.2,3,2,3.2,0
CUST007283,69,Male,1,1,1,23,Month-to-Month,1,No,DSL,No,Yes,Yes,No,No,No,1,Electronic Check,62.02,1440.66,29.04,1,1,3.4,1
CUST007284,41,Male,0,0,0,18,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,No,Yes,0,Bank Transfer,76.19,1350.8,32.99,1,1,3.0,0
CUST007285,59,Male,0,0,0,1,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Mailed Check,64.2,64.2,35.24,1,0,5.0,1
CUST007286,27,Male,0,0,1,33,Month-to-Month,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,Bank Transfer,79.71,2645.52,1.65,2,0,5.0,0
CUST007287,57,Female,0,0,0,25,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,Yes,No,Yes,1,Credit Card,67.28,1744.89,18.5,1,1,,0
CUST007288,56,Female,0,1,0,4,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,No,No,Yes,No,0,Bank Transfer,71.96,280.46,31.97,2,0,3.0,0
CUST007289,54,Female,0,1,0,22,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,No,1,Bank Transfer,71.33,1561.05,1.58,2,1,3.2,1
CUST007290,41,Female,0,0,1,7,Two Year,1,Yes,Fiber Optic,Yes,No,No,No,No,No,1,Mailed Check,79.57,552.26,5.76,4,2,2.8,0
CUST007291,18,Male,0,0,0,30,Two Year,1,Yes,DSL,Yes,No,No,No,No,Yes,1,Electronic Check,86.01,2575.49,9.12,1,0,3.7,0
CUST007292,33,Male,0,1,1,33,One Year,1,No,Fiber Optic,Yes,No,Yes,No,No,Yes,1,Mailed Check,91.5,3030.25,39.54,1,0,1.8,0
CUST007293,33,Male,0,0,0,10,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,84.07,863.97,8.31,4,0,2.7,1
CUST007294,28,Female,0,1,1,2,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,No,No,1,Electronic Check,82.19,144.82,32.12,0,1,4.4,1
CUST007295,43,Male,0,0,0,47,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,Yes,1,Electronic Check,84.12,3954.97,1.67,1,1,2.7,1
CUST007296,36,Female,0,1,1,30,Month-to-Month,1,No,Fiber Optic,No,No,No,Yes,No,No,1,Electronic Check,75.95,2286.29,35.12,2,0,3.0,1
CUST007297,30,Female,0,0,0,27,Month-to-Month,1,Yes,Fiber Optic,No,No,No,Yes,Yes,No,1,Bank Transfer,85.98,2316.39,23.12,1,2,4.6,0
CUST007298,27,Female,0,0,0,27,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,1,Bank Transfer,107.31,2884.7,52.08,3,1,3.2,1
CUST007299,31,Male,0,0,1,38,Month-to-Month,0,No Phone,DSL,Yes,No,No,No,No,Yes,1,Mailed Check,48.53,1836.12,46.92,3,0,2.7,0
CUST007300,57,Female,0,1,1,7,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,18.0,129.4,0.0,0,0,3.8,1
CUST007301,32,Female,0,0,1,15,Two Year,1,Yes,DSL,No,Yes,Yes,No,Yes,No,1,Mailed Check,62.15,952.1,23.57,1,1,5.0,0
CUST007302,34,Female,0,1,1,7,One Year,0,No Phone,Fiber Optic,No,No,No,No,No,Yes,1,Credit Card,64.98,475.41,8.94,3,4,2.1,1
CUST007303,35,Female,0,0,0,2,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Electronic Check,82.64,186.12,74.52,1,0,2.8,1
CUST007304,46,Female,0,0,0,71,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.15,2411.53,0.0,1,1,4.0,0
CUST007305,48,Male,0,1,1,1,Month-to-Month,1,Yes,DSL,No,Yes,No,No,No,No,1,Credit Card,55.28,63.88,34.24,2,0,2.3,0
CUST007306,18,Female,0,0,0,1,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,18.0,18.0,0.0,1,2,4.3,0
CUST007307,56,Female,0,0,1,11,Two Year,1,No,Fiber Optic,No,No,No,Yes,Yes,Yes,1,Mailed Check,83.38,922.23,3.59,1,1,4.1,1
CUST007308,62,Female,1,0,0,11,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Mailed Check,69.78,771.93,14.4,0,1,,1
CUST007309,27,Male,0,1,1,1,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,28.63,46.81,0.0,3,0,4.0,1
CUST007310,28,Female,0,1,0,43,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,1,Electronic Check,94.04,4030.01,11.49,1,2,3.0,0
CUST007311,35,Male,0,1,1,3,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Bank Transfer,85.81,255.67,2.08,4,0,2.3,1
CUST007312,31,Female,0,0,0,2,One Year,0,No Phone,Fiber Optic,Yes,Yes,No,No,Yes,Yes,1,Electronic Check,76.32,150.11,3.51,1,0,2.9,1
CUST007313,45,Male,0,0,0,2,Month-to-Month,1,Yes,DSL,No,Yes,No,No,No,Yes,0,Bank Transfer,75.64,160.68,37.36,2,1,5.0,1
CUST007314,18,Male,0,0,0,31,Two Year,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Electronic Check,85.45,2641.95,2.02,4,1,1.5,1
CUST007315,26,Male,0,0,0,5,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,40.45,200.51,0.0,2,0,4.9,0
CUST007316,63,Female,1,0,1,25,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,0,Credit Card,97.74,2453.63,1.68,1,1,2.1,0
CUST007317,29,Female,0,0,1,6,Two Year,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Credit Card,83.97,504.12,14.92,1,0,3.5,0
CUST007318,59,Female,0,0,0,54,One Year,1,No,DSL,Yes,No,Yes,No,No,Yes,1,Bank Transfer,64.72,3468.35,23.74,0,0,4.1,0
CUST007319,46,Female,0,0,1,6,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,0,Electronic Check,91.53,532.78,1.02,0,1,3.2,1
CUST007320,18,Male,0,0,0,16,Month-to-Month,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,1,Bank Transfer,76.99,1227.56,63.64,1,2,4.5,1
CUST007321,50,Female,0,0,0,24,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.59,841.4,0.0,2,0,2.8,0
CUST007322,40,Female,0,0,0,63,One Year,1,No,Fiber Optic,Yes,No,No,Yes,No,No,1,Electronic Check,87.78,5543.54,20.35,2,1,3.4,0
CUST007323,35,Male,0,1,1,7,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,27.48,199.1,0.0,1,1,3.6,0
CUST007324,45,Male,0,0,0,29,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,23.96,690.07,0.0,3,0,2.1,0
CUST007325,48,Male,0,0,0,1,Two Year,1,Yes,DSL,Yes,Yes,No,No,No,Yes,1,Electronic Check,77.72,77.72,15.33,2,0,3.8,0
CUST007326,51,Male,0,0,0,44,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,23.6,1042.18,0.0,1,0,2.6,0
CUST007327,58,Female,0,1,1,22,Month-to-Month,1,Yes,DSL,No,Yes,No,No,Yes,No,1,Electronic Check,56.39,1210.55,16.16,0,0,3.3,0
CUST007328,47,Female,0,1,0,72,Month-to-Month,1,No,DSL,No,Yes,No,Yes,No,No,0,Credit Card,64.25,4619.65,25.27,0,1,3.2,0
CUST007329,22,Male,0,0,0,44,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,Yes,No,1,Electronic Check,83.02,3649.42,18.43,2,1,2.9,0
CUST007330,35,Male,0,1,0,15,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,1,Electronic Check,64.65,993.3,13.5,2,1,3.0,1
CUST007331,83,Female,1,1,1,16,Two Year,0,No Phone,Fiber Optic,Yes,Yes,Yes,No,Yes,No,0,Electronic Check,77.91,1301.15,33.33,2,2,3.0,1
CUST007332,52,Male,0,1,0,1,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,No,Yes,1,Mailed Check,89.96,90.97,34.04,0,0,2.8,0
CUST007333,75,Male,1,1,0,54,One Year,1,No,Fiber Optic,No,No,Yes,Yes,No,No,0,Electronic Check,85.94,4622.7,16.51,1,0,2.7,0
CUST007334,61,Male,1,1,0,49,Month-to-Month,1,Yes,Fiber Optic,No,No,No,Yes,No,Yes,0,Mailed Check,86.75,4230.26,24.86,0,0,2.1,0
CUST007335,45,Female,0,0,1,25,Month-to-Month,1,No,DSL,Yes,No,No,No,Yes,No,1,Electronic Check,57.08,1420.64,13.69,0,1,5.0,0
CUST007336,46,Female,0,0,0,14,Month-to-Month,1,Yes,DSL,No,No,No,No,No,Yes,0,Mailed Check,70.76,961.92,35.56,1,1,3.2,1
CUST007337,41,Female,0,1,1,49,One Year,0,No Phone,Fiber Optic,Yes,Yes,Yes,Yes,No,No,0,Bank Transfer,83.37,4105.62,1.25,3,0,1.8,0
CUST007338,18,Male,0,1,1,28,One Year,1,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,1,Electronic Check,83.94,2348.0,6.25,2,1,,0
CUST007339,42,Female,0,1,1,6,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,1,Electronic Check,57.01,375.62,7.43,1,2,2.8,0
CUST007340,58,Male,0,0,0,8,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,43.46,347.22,0.0,1,0,1.7,0
CUST007341,33,Female,0,0,0,27,Month-to-Month,1,Yes,DSL,No,Yes,Yes,No,No,Yes,0,Bank Transfer,79.43,2151.72,36.91,2,1,3.4,0
CUST007342,47,Male,0,1,0,34,One Year,1,No,Fiber Optic,No,No,No,No,No,Yes,0,Bank Transfer,87.32,2985.5,7.48,1,2,1.4,0
CUST007343,53,Male,0,0,0,3,Month-to-Month,1,No,DSL,No,Yes,Yes,No,No,No,1,Electronic Check,70.59,192.17,21.28,3,2,3.3,1
CUST007344,29,Female,0,1,0,54,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,29.39,1604.64,0.0,2,3,3.3,0
CUST007345,35,Female,0,1,1,20,One Year,1,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,1,Bank Transfer,92.06,1824.53,58.73,2,0,2.4,1
CUST007346,27,Male,0,0,0,6,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,1,Credit Card,103.95,628.35,11.3,2,0,2.5,1
CUST007347,30,Male,0,1,0,25,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,0,Electronic Check,77.14,1927.5,2.03,1,1,2.2,0
CUST007348,23,Male,0,1,1,62,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,No,0,Mailed Check,90.85,5618.24,8.32,0,0,3.4,0
CUST007349,29,Male,0,0,0,1,One Year,1,Yes,DSL,Yes,Yes,No,No,Yes,No,1,Electronic Check,83.2,87.14,14.48,1,0,3.5,0
CUST007350,61,Male,1,1,1,7,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,1,Mailed Check,58.97,395.13,54.59,0,0,5.0,0
CUST007351,29,Female,0,1,0,24,Month-to-Month,1,No,DSL,No,Yes,No,No,No,Yes,1,Credit Card,48.33,1116.6,12.93,1,0,5.0,0
CUST007352,43,Male,0,0,0,1,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,1,Electronic Check,61.52,82.87,18.46,1,0,3.8,1
CUST007353,34,Female,0,0,0,5,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,35.01,173.68,0.0,0,1,1.7,1
CUST007354,58,Female,0,0,0,8,Month-to-Month,1,No,DSL,No,Yes,No,No,No,No,1,Electronic Check,60.73,450.38,12.75,1,2,5.0,0
CUST007355,60,Female,1,1,0,64,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,Yes,No,1,Electronic Check,82.11,5282.1,21.89,3,0,1.4,1
CUST007356,54,Female,0,0,0,22,Month-to-Month,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,Bank Transfer,98.5,2146.65,48.66,0,2,3.6,1
CUST007357,46,Male,0,0,0,30,One Year,1,Yes,Fiber Optic,No,No,No,No,No,No,0,Credit Card,66.74,1983.9,34.92,3,0,1.8,1
CUST007358,38,Female,0,0,1,1,Two Year,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,1,Bank Transfer,76.13,76.13,50.64,0,1,5.0,0
CUST007359,25,Female,0,0,0,14,One Year,1,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,0,Credit Card,101.24,1395.93,37.88,2,1,3.2,0
CUST007360,69,Female,1,0,0,17,One Year,1,No,DSL,No,No,Yes,No,No,No,1,Electronic Check,55.94,926.28,28.87,2,1,3.4,0
CUST007361,31,Male,0,1,1,54,One Year,0,No Phone,DSL,No,No,No,No,Yes,No,0,Mailed Check,39.75,2144.31,4.7,1,0,2.7,0
CUST007362,51,Female,0,1,0,6,Two Year,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,Electronic Check,67.55,409.56,17.11,1,0,3.5,0
CUST007363,56,Female,0,1,1,2,Month-to-Month,1,No,DSL,No,No,No,No,No,No,1,Bank Transfer,41.23,75.32,19.61,0,0,5.0,0
CUST007364,34,Female,0,1,1,52,One Year,1,Yes,DSL,No,No,No,No,Yes,No,0,Credit Card,63.45,3270.59,68.38,4,0,2.0,0
CUST007365,56,Male,0,1,1,7,Month-to-Month,1,No,DSL,No,No,No,No,No,No,0,Electronic Check,52.32,375.12,19.06,3,0,3.2,1
CUST007366,52,Male,0,0,0,35,Two Year,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,1,Electronic Check,87.1,3079.13,22.23,2,1,5.0,0
CUST007367,66,Male,1,1,1,2,Two Year,1,No,DSL,No,No,No,Yes,No,Yes,1,Mailed Check,66.89,142.88,22.83,0,2,2.9,0
CUST007368,35,Female,0,0,0,33,Month-to-Month,1,No,DSL,No,Yes,No,Yes,Yes,Yes,0,Electronic Check,68.65,2269.86,60.77,2,0,2.5,1
CUST007369,23,Male,0,0,0,16,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,36.95,607.35,0.0,2,1,2.4,0
CUST007370,34,Male,0,0,0,72,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,No,No,1,Mailed Check,77.01,5542.28,18.56,0,0,2.2,0
CUST007371,44,Male,0,0,0,6,Two Year,1,Yes,DSL,No,No,Yes,No,No,No,1,Mailed Check,59.22,363.02,19.67,3,1,3.9,0
CUST007372,42,Female,0,0,0,2,Month-to-Month,1,No,DSL,No,No,No,Yes,No,No,0,Electronic Check,47.57,126.18,10.1,2,1,3.7,0
CUST007373,36,Male,0,0,1,22,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,30.32,636.25,0.0,0,1,3.5,1
CUST007374,18,Female,0,1,0,72,Month-to-Month,1,No,Fiber Optic,Yes,Yes,Yes,No,No,No,1,Credit Card,81.93,5892.87,3.27,2,0,3.4,0
CUST007375,48,Female,0,1,0,6,Month-to-Month,0,No Phone,DSL,No,No,Yes,No,No,No,1,Bank Transfer,36.58,237.39,5.54,0,1,3.5,0
CUST007376,69,Female,1,0,0,54,Two Year,1,No,Fiber Optic,No,No,No,Yes,No,No,1,Credit Card,72.41,3900.27,28.68,1,2,3.9,0
CUST007377,48,Female,0,1,0,12,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,Yes,0,Bank Transfer,96.04,1147.59,73.71,1,1,,1
CUST007378,50,Male,0,1,0,3,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,31.97,90.22,0.0,1,2,2.5,1
CUST007379,50,Male,0,1,0,26,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,1,Credit Card,91.55,2363.7,28.81,0,3,3.0,0
CUST007380,47,Female,0,1,0,22,Month-to-Month,1,Yes,DSL,No,Yes,No,No,No,No,1,Electronic Check,55.64,1218.21,86.74,0,0,4.4,0
CUST007381,55,Female,0,0,0,54,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,26.18,1435.94,0.0,0,0,3.0,0
CUST007382,47,Female,0,1,0,3,Two Year,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Electronic Check,77.09,243.23,3.37,1,1,5.0,0
CUST007383,37,Female,0,1,1,31,One Year,1,No,Fiber Optic,No,No,No,No,Yes,Yes,1,Credit Card,77.39,2394.1,54.96,1,3,4.5,0
