age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,num_services,avg_monthly_spend,charge_per_service,is_high_value,tenure_group,ticket_total,has_any_ticket,charge_x_tenure,low_satisfaction
25,Male,0,1,0,8,Two Year,1,No,Fiber Optic,No,Yes,Yes,No,Yes,No,1,Bank Transfer,83.94,650.54,37.71,2,0,,4,81.3175,20.985,83.94,0-12 mo,2,1,671.52,0
18,Female,0,0,0,2,Two Year,1,No,DSL,No,No,No,Yes,Yes,No,0,Electronic Check,54.76,97.45,16.99,3,0,4.6,3,48.725,18.253333333333334,54.76,0-12 mo,3,1,109.52,0
33,Male,0,0,0,32,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,36.69,1184.83,0.0,1,1,4.4,1,37.0259375,36.69,36.69,25-48 mo,2,1,1174.08,0
58,Female,0,1,1,70,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,32.89,2276.65,0.0,4,1,5.0,1,32.52357142857143,32.89,32.89,49+ mo,5,1,2302.3,0
38,Female,0,1,0,35,One Year,1,No,Fiber Optic,No,Yes,No,Yes,Yes,No,0,Bank Transfer,110.26,3885.6,53.21,0,0,3.0,4,111.01714285714286,27.565,110.26,25-48 mo,0,0,3859.1000000000004,0
39,Male,0,1,1,55,Two Year,1,Yes,DSL,Yes,No,No,No,No,Yes,1,Electronic Check,71.35,3949.15,3.71,3,2,3.6,3,71.80272727272727,23.78333333333333,71.35,49+ mo,5,1,3924.2499999999995,0
63,Female,1,0,0,28,Month-to-Month,1,Yes,DSL,No,No,No,No,No,Yes,1,Bank Transfer,60.65,1720.34,25.73,0,1,3.1,2,61.440714285714286,30.325,60.65,25-48 mo,1,1,1698.2,0
31,Female,0,1,0,43,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,37.96,1645.17,0.0,0,0,4.5,1,38.25976744186047,37.96,37.96,25-48 mo,0,0,1632.28,0
30,Male,0,1,1,20,Two Year,1,No,Fiber Optic,Yes,No,No,No,Yes,No,1,Mailed Check,89.67,1815.61,10.95,0,1,4.2,3,90.78049999999999,29.89,89.67,13-24 mo,1,1,1793.4,0
67,Male,1,1,1,46,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,Yes,No,0,Credit Card,70.67,3261.75,4.47,1,0,2.7,4,70.90760869565217,17.6675,70.67,25-48 mo,1,1,3250.82,1
42,Male,0,1,1,25,Two Year,1,Yes,Fiber Optic,No,No,No,Yes,Yes,No,1,Credit Card,96.15,2404.58,17.95,0,2,4.8,3,96.1832,32.050000000000004,96.15,25-48 mo,2,1,2403.75,0
70,Female,1,1,1,24,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,No,0,Electronic Check,81.16,1957.36,26.42,0,0,3.5,2,81.55666666666666,40.58,81.16,13-24 mo,0,0,1947.84,0
30,Male,0,1,1,9,One Year,1,No,DSL,No,No,No,Yes,Yes,No,1,Bank Transfer,69.42,628.66,42.59,2,1,3.6,3,69.85111111111111,23.14,69.42,0-12 mo,3,1,624.78,0
59,Male,0,0,0,6,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,28.46,192.35,0.0,5,1,,1,32.05833333333333,28.46,28.46,0-12 mo,6,1,170.76,0
42,Male,0,0,1,72,Month-to-Month,1,No,Fiber Optic,No,Yes,No,Yes,No,Yes,0,Credit Card,73.1,5263.2,6.64,1,1,3.4,4,73.1,18.275,73.1,49+ mo,2,1,5263.2,0
33,Female,0,0,1,17,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,No,1,Bank Transfer,82.76,1378.72,8.8,1,3,3.0,2,81.10117647058824,41.38,82.76,13-24 mo,4,1,1406.92,0
43,Male,0,1,1,37,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,Yes,0,Mailed Check,79.34,2932.02,38.3,4,0,2.3,4,79.24378378378378,19.835,79.34,25-48 mo,4,1,2935.58,1
47,Female,0,1,0,4,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,No,No,1,Credit Card,94.68,412.03,12.12,0,0,3.1,3,103.0075,31.560000000000002,94.68,0-12 mo,0,0,378.72,0
44,Male,0,0,1,8,Two Year,1,Yes,DSL,Yes,No,No,No,No,No,0,Mailed Check,55.2,455.41,35.38,0,0,3.4,2,56.92625,27.6,55.2,0-12 mo,0,0,441.6,0
30,Male,0,0,1,37,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,0,Electronic Check,100.03,3732.53,13.86,0,0,4.6,3,100.87918918918919,33.343333333333334,100.03,25-48 mo,0,0,3701.11,0
38,Male,0,1,1,71,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,33.37,2382.92,0.0,1,2,5.0,1,33.56225352112676,33.37,33.37,49+ mo,3,1,2369.27,0
31,Male,0,0,0,42,One Year,1,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,0,Credit Card,101.91,4323.16,28.57,2,2,,6,102.93238095238095,16.985,101.91,25-48 mo,4,1,4280.22,0
22,Female,0,0,0,72,Month-to-Month,1,Yes,DSL,No,Yes,No,No,Yes,Yes,1,Electronic Check,75.44,5431.68,63.66,0,1,2.3,4,75.44,18.86,75.44,49+ mo,1,1,5431.68,1
49,Female,0,1,1,40,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,32.94,1319.54,0.0,2,1,4.2,1,32.9885,32.94,32.94,25-48 mo,3,1,1317.6,0
35,Female,0,0,0,1,One Year,1,No,DSL,No,No,No,No,Yes,No,1,Electronic Check,46.1,46.1,15.17,4,1,5.0,2,46.1,23.05,46.1,0-12 mo,5,1,46.1,0
42,Male,0,0,1,7,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,26.81,170.37,0.0,1,1,3.6,1,24.33857142857143,26.81,26.81,0-12 mo,2,1,187.67,0
25,Male,0,0,0,22,One Year,1,No,Fiber Optic,No,No,Yes,No,No,Yes,1,Credit Card,77.71,1708.04,12.24,2,1,1.5,3,77.63818181818182,25.903333333333332,77.71,13-24 mo,3,1,1709.62,1
67,Female,1,0,0,48,Two Year,0,No Phone,DSL,Yes,No,No,No,Yes,No,0,Electronic Check,55.88,2697.1,17.93,2,1,2.5,2,56.18958333333333,27.94,55.88,25-48 mo,3,1,2682.2400000000002,1
39,Female,0,1,0,4,One Year,1,No,Fiber Optic,Yes,No,No,Yes,Yes,No,1,Electronic Check,96.65,353.83,4.55,0,1,3.6,4,88.4575,24.1625,96.65,0-12 mo,1,1,386.6,0
56,Female,0,1,0,45,One Year,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,1,Bank Transfer,70.8,3153.04,25.48,0,0,2.9,6,70.06755555555556,11.799999999999999,70.8,25-48 mo,0,0,3186.0,1
41,Female,0,0,0,7,Two Year,1,Yes,DSL,No,No,No,No,No,No,1,Electronic Check,42.36,298.04,4.32,0,0,5.0,1,42.57714285714286,42.36,42.36,0-12 mo,0,0,296.52,0
47,Female,0,0,0,9,Two Year,1,Yes,DSL,No,Yes,Yes,No,No,No,1,Bank Transfer,71.07,667.33,15.67,2,2,4.4,3,74.14777777777778,23.689999999999998,71.07,0-12 mo,4,1,639.6299999999999,0
18,Male,0,1,1,38,Month-to-Month,0,No Phone,Fiber Optic,No,No,No,No,Yes,Yes,1,Credit Card,70.18,2701.37,6.29,0,2,3.3,2,71.08868421052631,35.09,70.18,25-48 mo,2,1,2666.84,0
18,Male,0,0,0,69,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,0,Bank Transfer,89.16,6156.62,27.02,2,2,2.5,3,89.2263768115942,29.72,89.16,49+ mo,4,1,6152.04,1
36,Male,0,0,1,39,One Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Credit Card,73.59,2842.65,22.25,1,0,4.9,2,72.88846153846154,36.795,73.59,25-48 mo,1,1,2870.01,0
67,Female,1,1,1,4,One Year,1,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,1,Mailed Check,86.82,383.36,30.66,0,2,3.4,4,95.84,21.705,86.82,0-12 mo,2,1,347.28,0
47,Female,0,0,0,4,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,No,No,Yes,Yes,0,Credit Card,67.35,277.71,4.23,3,0,3.1,3,69.4275,22.45,67.35,0-12 mo,3,1,269.4,0
18,Female,0,1,0,10,Two Year,1,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,1,Electronic Check,107.24,1087.84,25.05,3,2,3.0,5,108.78399999999999,21.448,107.24,0-12 mo,5,1,1072.3999999999999,0
49,Male,0,0,0,18,One Year,1,No,Fiber Optic,No,No,Yes,No,Yes,Yes,0,Electronic Check,84.35,1522.93,13.04,0,0,4.2,4,84.60722222222222,21.0875,84.35,13-24 mo,0,0,1518.3,0
59,Male,0,0,0,28,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,23.79,676.41,0.0,0,1,3.6,1,24.1575,23.79,23.79,25-48 mo,1,1,666.12,0
54,Male,0,1,0,30,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,36.56,1101.52,0.0,1,0,1.8,1,36.717333333333336,36.56,36.56,25-48 mo,1,1,1096.8000000000002,1
37,Male,0,0,0,21,Month-to-Month,1,No,DSL,No,Yes,No,Yes,No,No,0,Bank Transfer,43.31,931.14,4.57,3,1,3.4,3,44.339999999999996,14.436666666666667,43.31,13-24 mo,4,1,909.51,0
32,Male,0,0,0,6,Month-to-Month,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,1,Electronic Check,86.39,530.94,5.92,0,0,2.2,4,88.49000000000001,21.5975,86.39,0-12 mo,0,0,518.34,1
33,Male,0,1,0,26,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Electronic Check,83.4,2165.68,9.25,6,1,2.4,2,83.2953846153846,41.7,83.4,25-48 mo,7,1,2168.4,1
46,Female,0,1,1,6,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,33.0,215.06,0.0,2,1,3.5,1,35.843333333333334,33.0,33.0,0-12 mo,3,1,198.0,0
74,Male,1,1,1,19,One Year,1,No,DSL,No,No,Yes,No,No,No,0,Bank Transfer,42.7,776.25,20.08,1,0,4.1,2,40.85526315789474,21.35,42.7,13-24 mo,1,1,811.3000000000001,0
38,Male,0,0,0,20,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,1,Electronic Check,68.59,1383.16,30.16,1,1,3.7,1,69.158,68.59,68.59,13-24 mo,2,1,1371.8000000000002,0
50,Female,0,1,1,7,Month-to-Month,1,No,Fiber Optic,No,No,No,No,Yes,No,1,Mailed Check,78.21,534.54,6.29,0,0,2.0,2,76.36285714285714,39.105,78.21,0-12 mo,0,0,547.4699999999999,1
49,Female,0,1,0,54,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Electronic Check,89.32,4817.88,7.19,3,1,2.9,2,89.22,44.66,89.32,49+ mo,4,1,4823.28,1
35,Male,0,0,0,14,Month-to-Month,1,Yes,DSL,No,No,Yes,No,Yes,No,1,Mailed Check,73.97,1033.27,10.7,3,0,3.5,3,73.80499999999999,24.656666666666666,73.97,13-24 mo,3,1,1035.58,0
22,Male,0,1,1,60,Month-to-Month,0,No Phone,DSL,No,No,No,No,Yes,Yes,1,Credit Card,58.47,3503.09,40.37,0,0,3.9,2,58.38483333333333,29.235,58.47,49+ mo,0,0,3508.2,0
51,Female,0,1,0,13,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,24.27,338.47,0.0,0,0,3.8,1,26.036153846153848,24.27,24.27,13-24 mo,0,0,315.51,0
60,Female,1,1,0,4,Month-to-Month,1,No,DSL,No,No,No,No,No,No,0,Electronic Check,48.72,209.78,68.74,2,0,2.3,1,52.445,48.72,48.72,0-12 mo,2,1,194.88,1
38,Male,0,0,0,1,Two Year,1,Yes,DSL,No,No,No,No,No,Yes,0,Electronic Check,66.87,90.37,35.01,1,1,3.3,2,90.37,33.435,66.87,0-12 mo,2,1,66.87,0
37,Male,0,0,0,10,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,25.97,292.19,0.0,4,2,2.4,1,29.219,25.97,25.97,0-12 mo,6,1,259.7,1
47,Female,0,1,1,29,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Credit Card,81.88,2372.8,0.5,1,3,3.3,2,81.82068965517242,40.94,81.88,25-48 mo,4,1,2374.52,0
61,Male,1,1,0,32,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,No,0,Bank Transfer,86.75,2763.83,18.41,0,0,2.8,3,86.3696875,28.916666666666668,86.75,25-48 mo,0,0,2776.0,1
27,Female,0,1,1,55,Month-to-Month,1,No,DSL,Yes,No,No,No,Yes,No,0,Bank Transfer,55.44,3030.26,96.78,1,1,4.8,3,55.095636363636366,18.48,55.44,49+ mo,2,1,3049.2,0
51,Male,0,0,1,11,Two Year,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,0,Credit Card,102.28,1103.94,16.88,2,0,5.0,6,100.35818181818182,17.046666666666667,102.28,0-12 mo,2,1,1125.08,0
26,Female,0,0,0,22,Month-to-Month,1,No,DSL,No,Yes,Yes,No,No,No,1,Bank Transfer,60.82,1324.71,54.3,2,0,3.7,3,60.21409090909091,20.273333333333333,60.82,13-24 mo,2,1,1338.04,0
28,Male,0,0,0,34,Month-to-Month,0,No Phone,DSL,No,No,Yes,No,Yes,No,0,Mailed Check,51.46,1733.63,24.18,2,1,4.2,2,50.989117647058826,25.73,51.46,25-48 mo,3,1,1749.64,0
50,Male,0,0,0,30,Two Year,1,No,DSL,Yes,No,Yes,Yes,No,No,1,Electronic Check,70.17,2081.98,3.54,0,2,3.4,4,69.39933333333333,17.5425,70.17,25-48 mo,2,1,2105.1,0
34,Male,0,0,0,72,Two Year,1,Yes,DSL,No,No,Yes,No,No,No,1,Mailed Check,70.5,5048.01,14.57,1,0,3.0,2,70.11125,35.25,70.5,49+ mo,1,1,5076.0,0
55,Male,0,0,0,10,One Year,1,Yes,DSL,No,No,Yes,No,Yes,No,0,Bank Transfer,52.87,538.77,53.61,3,1,4.4,3,53.876999999999995,17.62333333333333,52.87,0-12 mo,4,1,528.6999999999999,0
70,Female,1,0,1,30,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,Yes,1,Electronic Check,84.09,2536.82,11.93,0,0,2.9,4,84.56066666666668,21.0225,84.09,25-48 mo,0,0,2522.7000000000003,1
40,Male,0,1,0,9,Month-to-Month,1,No,Fiber Optic,No,No,No,Yes,Yes,No,1,Credit Card,77.07,684.66,3.11,3,1,2.7,3,76.07333333333332,25.689999999999998,77.07,0-12 mo,4,1,693.6299999999999,1
39,Female,0,1,1,72,One Year,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,1,Mailed Check,79.62,5732.64,7.5,1,1,3.9,6,79.62,13.270000000000001,79.62,49+ mo,2,1,5732.64,0
28,Male,0,0,0,55,One Year,1,No,Fiber Optic,No,No,No,No,Yes,Yes,0,Bank Transfer,92.05,5063.75,1.88,2,3,4.7,3,92.06818181818181,30.683333333333334,92.05,49+ mo,5,1,5062.75,0
60,Female,1,1,1,26,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,25.48,671.16,0.0,0,0,3.4,1,25.813846153846153,25.48,25.48,25-48 mo,0,0,662.48,0
27,Male,0,1,1,1,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,1,Credit Card,79.79,94.53,22.34,3,1,2.8,3,94.53,26.596666666666668,79.79,0-12 mo,4,1,79.79,1
48,Male,0,1,1,13,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,No,No,0,Electronic Check,64.13,880.42,74.12,3,1,3.4,3,67.72461538461538,21.376666666666665,64.13,13-24 mo,4,1,833.6899999999999,0
37,Female,0,1,1,33,Two Year,1,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,1,Electronic Check,103.38,3381.38,10.29,0,1,3.0,4,102.46606060606061,25.845,103.38,25-48 mo,1,1,3411.54,0
48,Female,0,0,0,4,Two Year,1,No,DSL,No,Yes,Yes,Yes,No,Yes,1,Bank Transfer,76.09,294.88,70.9,2,0,4.2,5,73.72,15.218,76.09,0-12 mo,2,1,304.36,0
43,Male,0,1,0,4,Two Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,39.27,152.39,0.0,2,1,3.8,1,38.0975,39.27,39.27,0-12 mo,3,1,157.08,0
40,Male,0,0,0,72,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Credit Card,29.64,2114.34,0.0,0,0,5.0,1,29.365833333333335,29.64,29.64,49+ mo,0,0,2134.08,0
47,Female,0,1,0,12,Two Year,1,Yes,DSL,No,Yes,No,Yes,No,Yes,1,Credit Card,74.45,904.13,31.78,2,0,2.7,4,75.34416666666667,18.6125,74.45,0-12 mo,2,1,893.4000000000001,1
48,Female,0,0,0,32,Month-to-Month,1,No,Fiber Optic,No,Yes,No,Yes,Yes,No,1,Mailed Check,75.67,2453.23,5.25,1,1,3.8,4,76.6634375,18.9175,75.67,25-48 mo,2,1,2421.44,0
25,Female,0,0,0,11,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,No,1,Bank Transfer,82.09,884.63,8.69,1,1,4.0,2,80.42090909090909,41.045,82.09,0-12 mo,2,1,902.99,0
50,Female,0,0,0,56,One Year,1,Yes,DSL,No,Yes,No,No,Yes,Yes,0,Electronic Check,83.33,4663.11,5.77,1,0,3.6,4,83.26982142857142,20.8325,83.33,49+ mo,1,1,4666.48,0
38,Female,0,1,1,16,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,25.04,389.01,0.0,0,0,4.3,1,24.313125,25.04,25.04,13-24 mo,0,0,400.64,0
34,Female,0,1,1,9,One Year,1,No,Fiber Optic,Yes,No,No,Yes,No,No,0,Mailed Check,86.08,781.2,56.42,3,1,4.0,3,86.80000000000001,28.69333333333333,86.08,0-12 mo,4,1,774.72,0
29,Male,0,0,0,16,One Year,1,Yes,DSL,Yes,No,Yes,No,No,No,0,Electronic Check,65.92,1069.1,8.29,2,0,4.2,3,66.81875,21.973333333333333,65.92,13-24 mo,2,1,1054.72,0
41,Male,0,1,1,9,Month-to-Month,1,No,DSL,Yes,No,Yes,No,No,No,0,Electronic Check,54.28,516.2,2.24,2,0,1.6,3,57.35555555555556,18.093333333333334,54.28,0-12 mo,2,1,488.52,1
43,Female,0,0,0,18,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,31.71,559.95,0.0,0,2,1.9,1,31.108333333333334,31.71,31.71,13-24 mo,2,1,570.78,1
18,Male,0,1,1,72,Month-to-Month,1,Yes,DSL,No,No,No,Yes,Yes,Yes,1,Mailed Check,78.78,5672.16,10.77,0,0,2.8,4,78.78,19.695,78.78,49+ mo,0,0,5672.16,1
26,Female,0,0,0,1,One Year,1,Yes,DSL,No,Yes,No,No,No,No,1,Credit Card,61.58,61.58,29.98,2,0,3.9,2,61.58,30.79,61.58,0-12 mo,2,1,61.58,0
41,Female,0,0,0,4,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,No,No,1,Credit Card,83.2,305.33,10.64,0,3,3.3,3,76.3325,27.733333333333334,83.2,0-12 mo,3,1,332.8,0
36,Female,0,0,0,44,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Electronic Check,62.62,2766.68,63.44,2,1,2.4,3,62.879090909090905,20.87333333333333,62.62,25-48 mo,3,1,2755.2799999999997,1
30,Male,0,0,1,23,Month-to-Month,1,No,DSL,Yes,No,No,Yes,No,Yes,0,Bank Transfer,76.47,1749.55,117.46,0,0,2.2,4,76.06739130434782,19.1175,76.47,13-24 mo,0,0,1758.81,1
45,Male,0,1,0,16,Month-to-Month,1,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,1,Mailed Check,104.24,1691.58,5.9,2,0,4.4,4,105.72375,26.06,104.24,13-24 mo,2,1,1667.84,0
64,Male,1,1,0,15,Two Year,1,Yes,DSL,No,No,Yes,Yes,Yes,No,0,Mailed Check,68.79,998.37,8.13,2,1,4.0,4,66.558,17.1975,68.79,13-24 mo,3,1,1031.8500000000001,0
49,Male,0,1,1,16,Month-to-Month,1,Yes,DSL,Yes,No,No,No,No,No,0,Electronic Check,51.54,872.75,46.0,1,0,3.7,2,54.546875,25.77,51.54,13-24 mo,1,1,824.64,0
27,Male,0,1,1,47,One Year,1,Yes,Fiber Optic,Yes,No,No,No,Yes,No,1,Mailed Check,80.73,3809.28,19.17,1,1,3.7,3,81.04851063829787,26.91,80.73,25-48 mo,2,1,3794.3100000000004,0
55,Female,0,0,0,72,Month-to-Month,1,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,1,Bank Transfer,101.18,7269.38,21.94,0,3,2.9,5,100.9636111111111,20.236,101.18,49+ mo,3,1,7284.960000000001,1
49,Male,0,1,1,7,Two Year,1,No,Fiber Optic,No,No,Yes,Yes,No,No,1,Mailed Check,75.57,554.14,26.6,1,0,4.7,3,79.16285714285713,25.189999999999998,75.57,0-12 mo,1,1,528.99,0
59,Male,0,0,0,54,Two Year,1,No,DSL,No,No,Yes,Yes,No,No,1,Electronic Check,53.26,2845.55,17.28,2,4,2.5,3,52.69537037037038,17.753333333333334,53.26,49+ mo,6,1,2876.04,1
18,Female,0,1,1,12,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Credit Card,61.69,752.38,18.33,1,1,2.0,3,62.69833333333333,20.563333333333333,61.69,0-12 mo,2,1,740.28,1
28,Female,0,1,1,72,Month-to-Month,1,Yes,DSL,Yes,No,No,Yes,No,No,0,Credit Card,65.81,4730.37,34.12,3,2,2.7,3,65.69958333333334,21.936666666666667,65.81,49+ mo,5,1,4738.32,1
44,Male,0,0,0,37,Month-to-Month,1,Yes,DSL,No,Yes,No,No,No,Yes,1,Electronic Check,59.79,2182.64,25.23,2,0,3.2,3,58.990270270270265,19.93,59.79,25-48 mo,2,1,2212.23,0
26,Male,0,1,1,42,Two Year,1,No,Fiber Optic,No,No,No,Yes,Yes,Yes,0,Bank Transfer,94.54,3981.27,0.5,0,2,3.3,4,94.79214285714286,23.635,94.54,25-48 mo,2,1,3970.6800000000003,0
57,Male,0,1,1,11,Month-to-Month,1,Yes,DSL,No,No,No,Yes,No,No,0,Bank Transfer,66.29,722.15,58.79,1,2,1.8,2,65.64999999999999,33.145,66.29,0-12 mo,3,1,729.19,1
52,Female,0,0,0,72,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,34.14,2453.76,0.0,1,2,4.3,1,34.080000000000005,34.14,34.14,49+ mo,3,1,2458.08,0
45,Male,0,1,1,48,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,32.71,1552.21,0.0,1,1,4.2,1,32.33770833333333,32.71,32.71,25-48 mo,2,1,1570.08,0
39,Male,0,0,0,10,Month-to-Month,1,No,Fiber Optic,No,Yes,No,No,No,Yes,0,Bank Transfer,72.73,758.41,46.23,0,0,1.6,3,75.841,24.243333333333336,72.73,0-12 mo,0,0,727.3000000000001,1
52,Male,0,1,0,5,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,1,Mailed Check,89.23,390.49,4.41,0,2,2.9,5,78.098,17.846,89.23,0-12 mo,2,1,446.15000000000003,1
31,Female,0,1,1,27,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,34.83,925.23,0.0,1,1,2.9,1,34.26777777777778,34.83,34.83,25-48 mo,2,1,940.41,1
21,Male,0,1,1,72,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,18.0,1277.21,0.0,2,3,3.5,0,17.73902777777778,,18.0,49+ mo,5,1,1296.0,0
64,Male,1,0,0,31,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,1,Electronic Check,84.06,2606.3,17.39,2,1,4.0,3,84.0741935483871,28.02,84.06,25-48 mo,3,1,2605.86,0
48,Female,0,1,1,22,One Year,1,No,DSL,No,No,No,No,Yes,No,1,Mailed Check,56.03,1263.19,17.96,2,0,4.1,2,57.41772727272728,28.015,56.03,13-24 mo,2,1,1232.66,0
22,Male,0,0,0,72,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,26.74,1916.26,0.0,1,0,3.7,1,26.614722222222223,26.74,26.74,49+ mo,1,1,1925.28,0
28,Male,0,1,0,64,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,Yes,Yes,0,Electronic Check,96.85,6190.08,17.48,0,0,2.5,4,96.72,24.2125,96.85,49+ mo,0,0,6198.4,1
37,Male,0,0,0,7,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Electronic Check,25.7,120.78,0.0,0,0,4.2,1,17.254285714285714,25.7,25.7,0-12 mo,0,0,179.9,0
43,Female,0,0,0,17,One Year,1,Yes,DSL,No,No,No,No,Yes,No,1,Electronic Check,64.14,1120.08,73.11,3,0,2.4,2,65.8870588235294,32.07,64.14,13-24 mo,3,1,1090.38,1
47,Male,0,0,0,20,Month-to-Month,1,No,DSL,No,No,Yes,Yes,Yes,No,1,Credit Card,73.51,1455.54,43.87,0,0,3.0,4,72.777,18.3775,73.51,13-24 mo,0,0,1470.2,0
51,Female,0,0,0,50,Month-to-Month,1,No,DSL,No,No,No,No,No,No,1,Mailed Check,35.39,1798.2,15.42,1,2,3.8,1,35.964,35.39,35.39,49+ mo,3,1,1769.5,0
62,Male,1,1,1,7,Two Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,29.28,172.86,0.0,0,0,2.3,1,24.694285714285716,29.28,29.28,0-12 mo,0,0,204.96,1
64,Male,1,0,0,12,Month-to-Month,0,No Phone,DSL,Yes,No,Yes,No,No,Yes,1,Credit Card,55.51,659.1,17.68,2,0,3.8,3,54.925000000000004,18.503333333333334,55.51,0-12 mo,2,1,666.12,0
51,Female,0,0,0,54,One Year,0,No Phone,Fiber Optic,Yes,No,No,No,No,No,0,Bank Transfer,63.15,3403.83,97.83,1,1,1.0,1,63.03388888888889,63.15,63.15,49+ mo,2,1,3410.1,1
40,Male,0,0,0,9,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,33.17,315.55,0.0,2,1,3.8,1,35.06111111111111,33.17,33.17,0-12 mo,3,1,298.53000000000003,0
42,Male,0,1,0,24,One Year,0,No Phone,DSL,Yes,No,Yes,No,Yes,Yes,0,Credit Card,61.15,1479.24,4.79,1,1,5.0,4,61.635,15.2875,61.15,13-24 mo,2,1,1467.6,0
